Scenario,AP_train_A,AP_train_B,AP_train_C,AP_train_weighted_A,AP_train_weighted_B,AP_train_weighted_C
2025 Tariff,0.9841914082828039,1.0,1.0,0.9990488657648849,0.9999999999999999,0.9999999999999999
