Scenario,AP_A,AP_B,AP_C,AP_weighted_A,AP_weighted_B,AP_weighted_C,MDD_Hold,MDD_A,MDD_B,MDD_C,Return_Hold,Return_A,Return_B,Return_C
2025 Tariff,0.1063862443592841,0.25971074225907076,0.19083938613688492,0.6040947515194084,0.7590036328404278,0.7407436775005682,-0.24630976752433983,-0.12900302455011203,-0.07961919673137453,-0.14901483714465932,0.2957304959210505,0.13002721314334953,0.41652876307195363,0.29664770020356523
