,RMT_Max_Eigen
2020-06-15,15.231320317060653
2020-06-16,15.365022912705891
2020-06-17,15.939191922557185
2020-06-18,16.26752676718107
2020-06-19,17.203375272077185
2020-06-22,17.820467950184682
2020-06-23,17.834407194709087
2020-06-24,16.392876360716098
2020-06-25,16.483299226752038
2020-06-26,16.14506543428032
2020-06-29,16.09759917488421
2020-06-30,16.175882910464466
2020-07-01,15.489720135015112
2020-07-02,15.557762754587266
2020-07-03,15.614374662406698
2020-07-06,15.000325631281363
2020-07-07,15.107649063756051
2020-07-08,15.216637415752487
2020-07-09,15.252012272915104
2020-07-10,15.300444312688272
2020-07-13,15.217616760090142
2020-07-14,15.253346983995806
2020-07-15,15.343559404991755
2020-07-16,15.297075159258378
2020-07-17,15.203740429162487
2020-07-20,15.158709278896806
2020-07-21,15.077036946508803
2020-07-22,14.975406944498816
2020-07-27,14.975111288146131
2020-07-28,14.943385152982662
2020-07-29,14.857010631661776
2020-07-30,14.674513012387566
2020-07-31,14.83410098513592
2020-08-03,15.039931192076738
2020-08-04,15.114709827696885
2020-08-05,14.955942608251155
2020-08-06,14.988089141297735
2020-08-07,15.012107483758365
2020-08-11,15.03509889996626
2020-08-12,15.172103398642752
2020-08-13,15.25023988409447
2020-08-14,15.394922631259057
2020-08-17,15.377436115105812
2020-08-18,15.47365367981439
2020-08-19,15.46236867958733
2020-08-20,15.358142393092878
2020-08-21,15.32139013781303
2020-08-24,15.18045050160261
2020-08-25,15.177866878799854
2020-08-26,14.895914190998285
2020-08-27,14.963505625089384
2020-08-28,15.048822198077643
2020-08-31,14.89399505747612
2020-09-01,14.21416160167151
2020-09-02,14.19548768282923
2020-09-03,14.17534541965403
2020-09-04,14.335214895267654
2020-09-07,14.403934310848893
2020-09-08,14.349800280103953
2020-09-09,13.943347178780792
2020-09-10,14.028351349485776
2020-09-11,13.664726905346491
2020-09-14,12.157680240477504
2020-09-15,12.090725900026516
2020-09-16,12.073440514665606
2020-09-17,12.030059361197676
2020-09-18,12.040419150764603
2020-09-23,11.994761758711665
2020-09-24,11.929301160442321
2020-09-25,11.871140392223035
2020-09-28,11.790116879471887
2020-09-29,11.5750431397987
2020-09-30,11.421654724575095
2020-10-01,11.83118355778379
2020-10-02,11.870203123490603
2020-10-05,11.771260395021807
2020-10-06,11.71031864661209
2020-10-07,11.723984587103306
2020-10-08,11.632782725251628
2020-10-09,11.674705863164814
2020-10-12,11.473782727633521
2020-10-13,10.970465841467831
2020-10-14,10.94131228772973
2020-10-15,10.716197645403737
2020-10-16,10.791456934254748
2020-10-19,10.81512307076841
2020-10-20,10.999762216319564
2020-10-21,11.14350845863497
2020-10-22,11.149626117436576
2020-10-23,11.302988029539241
2020-10-26,11.369333074362817
2020-10-27,11.418538777761063
2020-10-28,11.435764650644135
2020-10-29,10.136408403982266
2020-10-30,9.841704579535328
2020-11-02,9.948185767814543
2020-11-04,10.442754161583201
2020-11-05,10.721314623619994
2020-11-06,10.595076655998133
2020-11-09,9.755749211478618
2020-11-10,9.772635382373052
2020-11-11,9.728162373855062
2020-11-12,10.225646648947409
2020-11-13,10.092386449067375
2020-11-16,10.352597242757419
2020-11-17,10.566523831833578
2020-11-18,10.43046545497443
