Date,Close
2017-07-10,1615.48
2017-07-11,1627.14
2017-07-12,1619.34
2017-07-13,1619.11
2017-07-14,1625.48
2017-07-18,1620.48
2017-07-19,1621.87
2017-07-20,1633.01
2017-07-21,1629.99
2017-07-24,1621.57
2017-07-25,1617.07
2017-07-26,1620.88
2017-07-27,1626.84
2017-07-28,1621.22
2017-07-31,1618.61
2017-08-01,1628.5
2017-08-02,1634.38
2017-08-03,1633.82
2017-08-04,1631.45
2017-08-07,1639.27
2017-08-08,1635.32
2017-08-09,1617.9
2017-08-10,1617.25
2017-08-14,1599.06
2017-08-15,1616.21
2017-08-16,1616.0
2017-08-17,1614.82
2017-08-18,1597.36
2017-08-21,1595.19
2017-08-22,1596.12
2017-08-23,1600.05
2017-08-24,1592.2
2017-08-25,1596.99
2017-08-28,1600.12
2017-08-29,1597.76
2017-08-30,1607.65
2017-08-31,1617.41
2017-09-01,1619.59
2017-09-04,1603.55
2017-09-05,1590.71
2017-09-06,1592.0
2017-09-07,1598.24
2017-09-08,1593.54
2017-09-11,1612.26
2017-09-12,1627.45
2017-09-13,1637.33
2017-09-14,1632.13
2017-09-15,1638.94
2017-09-19,1667.88
2017-09-20,1667.92
2017-09-21,1668.74
2017-09-22,1664.61
2017-09-25,1672.82
2017-09-26,1672.74
2017-09-27,1664.43
2017-09-28,1676.17
2017-09-29,1674.75
2017-10-02,1673.62
2017-10-03,1684.46
2017-10-04,1684.56
2017-10-05,1682.49
2017-10-06,1687.16
2017-10-10,1695.14
2017-10-11,1696.81
2017-10-12,1700.13
2017-10-13,1708.62
2017-10-16,1719.18
2017-10-17,1723.37
2017-10-18,1724.64
2017-10-19,1730.04
2017-10-20,1730.64
2017-10-23,1745.25
2017-10-24,1756.92
2017-10-25,1751.43
2017-10-26,1753.9
2017-10-27,1771.05
2017-10-30,1770.84
2017-10-31,1765.96
2017-11-01,1786.71
2017-11-02,1794.08
2017-11-06,1792.66
2017-11-07,1813.29
2017-11-08,1817.6
2017-11-09,1813.11
2017-11-10,1800.44
2017-11-13,1783.49
2017-11-14,1778.87
2017-11-15,1744.01
2017-11-16,1761.71
2017-11-17,1763.76
2017-11-20,1759.65
2017-11-21,1771.13
2017-11-22,1777.08
2017-11-24,1780.56
2017-11-27,1776.73
2017-11-28,1772.07
2017-11-29,1786.15
2017-11-30,1792.08
2017-12-01,1796.53
2017-12-04,1786.87
2017-12-05,1790.97
2017-12-06,1765.42
2017-12-07,1786.25
2017-12-08,1803.73
2017-12-11,1813.34
2017-12-12,1815.08
2017-12-13,1810.84
2017-12-14,1808.14
2017-12-15,1793.47
2017-12-18,1817.9
2017-12-19,1815.18
2017-12-20,1821.16
2017-12-21,1822.61
2017-12-22,1829.08
2017-12-25,1831.93
2017-12-26,1827.01
2017-12-27,1829.79
2017-12-28,1819.03
2017-12-29,1817.56
2018-01-04,1863.82
2018-01-05,1880.34
2018-01-09,1889.29
2018-01-10,1892.11
2018-01-11,1888.09
2018-01-12,1876.24
2018-01-15,1883.9
2018-01-16,1894.25
2018-01-17,1890.82
2018-01-18,1876.86
2018-01-19,1889.74
2018-01-22,1891.92
2018-01-23,1911.07
2018-01-24,1901.23
2018-01-25,1884.56
2018-01-26,1879.39
2018-01-29,1880.45
2018-01-30,1858.13
2018-01-31,1836.71
2018-02-01,1870.44
2018-02-02,1864.2
2018-02-05,1823.74
2018-02-06,1743.41
2018-02-07,1749.91
2018-02-08,1765.69
2018-02-09,1731.97
2018-02-13,1716.78
2018-02-14,1702.72
2018-02-15,1719.27
2018-02-16,1737.37
2018-02-19,1775.15
2018-02-20,1762.45
2018-02-21,1761.61
2018-02-22,1746.17
2018-02-23,1760.53
2018-02-26,1774.81
2018-02-27,1790.34
2018-02-28,1768.24
2018-03-01,1740.2
2018-03-02,1708.34
2018-03-05,1694.79
2018-03-06,1716.3
2018-03-07,1703.96
2018-03-08,1709.95
2018-03-09,1715.48
2018-03-12,1741.3
2018-03-13,1751.03
2018-03-14,1743.21
2018-03-15,1743.6
2018-03-16,1736.63
2018-03-19,1719.97
2018-03-20,1716.29
2018-03-22,1727.39
2018-03-23,1664.94
2018-03-26,1671.32
2018-03-27,1717.13
2018-03-28,1699.56
2018-03-29,1704.0
2018-03-30,1716.3
2018-04-02,1708.78
2018-04-03,1703.8
2018-04-04,1706.13
2018-04-05,1724.61
2018-04-06,1719.3
2018-04-09,1725.88
2018-04-10,1731.94
2018-04-11,1725.3
2018-04-12,1718.52
2018-04-13,1729.36
2018-04-16,1736.22
2018-04-17,1729.98
2018-04-18,1749.67
2018-04-19,1750.18
2018-04-20,1751.13
2018-04-23,1750.79
2018-04-24,1769.75
2018-04-25,1767.73
2018-04-26,1772.13
2018-04-27,1777.23
2018-05-01,1774.18
2018-05-02,1771.52
2018-05-07,1773.18
2018-05-08,1779.82
2018-05-09,1772.91
2018-05-10,1777.62
2018-05-11,1794.96
2018-05-14,1805.92
2018-05-15,1805.15
2018-05-16,1800.35
2018-05-17,1808.37
2018-05-18,1815.25
2018-05-21,1813.75
2018-05-22,1809.57
2018-05-23,1797.31
2018-05-24,1775.65
2018-05-25,1771.7
2018-05-28,1770.42
2018-05-29,1761.85
2018-05-30,1736.13
2018-05-31,1747.45
2018-06-01,1749.17
2018-06-04,1774.69
2018-06-05,1774.96
2018-06-06,1777.59
2018-06-07,1789.01
2018-06-08,1781.44
2018-06-11,1786.84
2018-06-12,1792.82
2018-06-13,1800.37
2018-06-14,1783.89
2018-06-15,1789.04
2018-06-18,1771.43
2018-06-19,1743.92
2018-06-20,1752.75
2018-06-21,1750.63
2018-06-22,1744.83
2018-06-25,1728.27
2018-06-26,1731.07
2018-06-27,1731.45
2018-06-28,1727.0
2018-06-29,1730.89
2018-07-02,1695.29
2018-07-03,1692.8
2018-07-04,1693.25
2018-07-05,1676.2
2018-07-06,1691.54
2018-07-09,1711.79
2018-07-10,1716.13
2018-07-11,1701.88
2018-07-12,1709.68
2018-07-13,1730.07
2018-07-17,1745.05
2018-07-18,1751.21
2018-07-19,1749.59
2018-07-20,1744.98
2018-07-23,1738.7
2018-07-24,1746.86
2018-07-25,1753.48
2018-07-26,1765.78
2018-07-27,1775.76
2018-07-30,1768.15
2018-07-31,1753.29
2018-08-01,1769.76
2018-08-02,1752.09
2018-08-03,1742.58
2018-08-06,1732.9
2018-08-07,1746.05
2018-08-08,1744.71
2018-08-09,1740.16
2018-08-10,1720.16
2018-08-13,1683.5
2018-08-14,1710.95
2018-08-15,1698.03
2018-08-16,1687.15
2018-08-17,1697.53
2018-08-20,1692.15
2018-08-21,1685.42
2018-08-22,1698.37
2018-08-23,1698.22
2018-08-24,1709.2
2018-08-27,1728.95
2018-08-28,1731.63
2018-08-29,1739.6
2018-08-30,1739.14
2018-08-31,1735.35
2018-09-03,1720.31
2018-09-04,1718.24
2018-09-05,1704.96
2018-09-06,1692.41
2018-09-07,1684.31
2018-09-10,1687.61
2018-09-11,1698.91
2018-09-12,1691.32
2018-09-13,1710.02
2018-09-14,1728.61
2018-09-18,1759.88
2018-09-19,1785.66
2018-09-20,1787.6
2018-09-21,1804.02
2018-09-25,1822.44
2018-09-26,1821.67
2018-09-27,1800.11
2018-09-28,1817.25
2018-10-01,1817.96
2018-10-02,1824.03
2018-10-03,1802.73
2018-10-04,1801.19
2018-10-05,1792.65
2018-10-09,1761.12
2018-10-10,1763.86
2018-10-11,1701.86
2018-10-12,1702.45
2018-10-15,1675.44
2018-10-16,1687.91
2018-10-17,1713.87
2018-10-18,1704.64
2018-10-19,1692.85
2018-10-22,1695.31
2018-10-23,1650.72
2018-10-24,1652.07
2018-10-25,1600.92
2018-10-26,1596.01
2018-10-29,1589.56
2018-10-30,1611.46
2018-10-31,1646.12
2018-11-01,1632.05
2018-11-02,1658.76
2018-11-05,1640.39
2018-11-06,1659.35
2018-11-07,1652.43
2018-11-08,1681.25
2018-11-09,1672.98
2018-11-12,1671.95
2018-11-13,1638.45
2018-11-14,1641.26
2018-11-15,1638.97
2018-11-16,1629.3
2018-11-19,1637.61
2018-11-20,1625.67
2018-11-21,1615.89
2018-11-22,1628.96
2018-11-26,1632.2
2018-11-27,1644.16
2018-11-28,1653.66
2018-11-29,1659.47
2018-11-30,1667.45
2018-12-03,1689.05
2018-12-04,1649.2
2018-12-05,1640.49
2018-12-06,1610.6
2018-12-07,1620.45
2018-12-10,1589.81
2018-12-11,1575.31
2018-12-12,1606.61
2018-12-13,1616.65
2018-12-14,1592.16
2018-12-17,1594.2
2018-12-18,1562.51
2018-12-19,1556.15
2018-12-20,1517.16
2018-12-21,1488.19
2018-12-25,1415.55
2018-12-26,1431.47
2018-12-27,1501.63
2018-12-28,1494.09
2019-01-04,1471.16
2019-01-07,1512.53
2019-01-08,1518.43
2019-01-09,1535.11
2019-01-10,1522.01
2019-01-11,1529.73
2019-01-15,1542.72
2019-01-16,1537.77
2019-01-17,1543.2
2019-01-18,1557.59
2019-01-21,1566.37
2019-01-22,1556.43
2019-01-23,1547.03
2019-01-24,1552.6
2019-01-25,1566.1
2019-01-28,1555.51
2019-01-29,1557.09
2019-01-30,1550.76
2019-01-31,1567.49
2019-02-01,1564.63
2019-02-04,1581.33
2019-02-05,1582.88
2019-02-06,1582.13
2019-02-07,1569.03
2019-02-08,1539.4
2019-02-12,1572.6
2019-02-13,1589.33
2019-02-14,1589.81
2019-02-15,1577.29
2019-02-18,1601.96
2019-02-19,1606.52
2019-02-20,1613.47
2019-02-21,1613.5
2019-02-22,1609.52
2019-02-25,1620.87
2019-02-26,1617.2
2019-02-27,1620.42
2019-02-28,1607.66
2019-03-01,1615.72
2019-03-04,1627.59
2019-03-05,1619.23
2019-03-06,1615.25
2019-03-07,1601.66
2019-03-08,1572.44
2019-03-11,1581.44
2019-03-12,1605.48
2019-03-13,1592.07
2019-03-14,1588.29
2019-03-15,1602.63
2019-03-18,1613.68
2019-03-19,1610.23
2019-03-20,1614.39
2019-03-22,1617.11
2019-03-25,1577.41
2019-03-26,1617.94
2019-03-27,1609.49
2019-03-28,1582.85
2019-03-29,1591.64
2019-04-01,1615.81
2019-04-02,1611.69
2019-04-03,1621.77
2019-04-04,1620.05
2019-04-05,1625.75
2019-04-08,1620.14
2019-04-09,1618.76
2019-04-10,1607.66
2019-04-11,1606.52
2019-04-12,1605.4
2019-04-15,1627.93
2019-04-16,1626.46
2019-04-17,1630.68
2019-04-18,1614.97
2019-04-19,1616.93
2019-04-22,1618.62
2019-04-23,1622.97
2019-04-24,1612.05
2019-04-25,1620.28
2019-04-26,1617.93
2019-05-07,1599.84
2019-05-08,1572.33
2019-05-09,1550.71
2019-05-10,1549.42
2019-05-13,1541.14
2019-05-14,1534.98
2019-05-15,1544.15
2019-05-16,1537.55
2019-05-17,1554.25
2019-05-20,1554.92
2019-05-21,1550.3
2019-05-22,1546.21
2019-05-23,1540.58
2019-05-24,1541.21
2019-05-27,1547.0
2019-05-28,1550.99
2019-05-29,1536.41
2019-05-30,1531.98
2019-05-31,1512.28
2019-06-03,1498.96
2019-06-04,1499.09
2019-06-05,1530.08
2019-06-06,1524.91
2019-06-07,1532.39
2019-06-10,1552.94
2019-06-11,1561.32
2019-06-12,1554.22
2019-06-13,1541.5
2019-06-14,1546.71
2019-06-17,1539.74
2019-06-18,1528.67
2019-06-19,1555.27
2019-06-20,1559.9
2019-06-21,1545.9
2019-06-24,1547.74
2019-06-25,1543.49
2019-06-26,1534.34
2019-06-27,1553.27
2019-06-28,1551.14
2019-07-01,1584.85
2019-07-02,1589.84
2019-07-03,1579.54
2019-07-04,1589.78
2019-07-05,1592.58
2019-07-08,1578.4
2019-07-09,1574.89
2019-07-10,1571.32
2019-07-11,1578.63
2019-07-12,1576.31
2019-07-16,1568.74
2019-07-17,1567.41
2019-07-18,1534.27
2019-07-19,1563.96
2019-07-22,1556.37
2019-07-23,1568.82
2019-07-24,1575.09
2019-07-25,1577.85
2019-07-26,1571.52
2019-07-29,1568.57
2019-07-30,1575.58
2019-07-31,1565.14
2019-08-01,1567.35
2019-08-02,1533.46
2019-08-05,1505.88
2019-08-06,1499.23
2019-08-07,1499.93
2019-08-08,1498.66
2019-08-09,1503.84
2019-08-13,1486.57
2019-08-14,1499.5
2019-08-15,1483.85
2019-08-16,1485.29
2019-08-19,1494.33
2019-08-20,1506.77
2019-08-21,1497.51
2019-08-22,1498.06
2019-08-23,1502.25
2019-08-26,1478.03
2019-08-27,1489.69
2019-08-28,1490.35
2019-08-29,1490.17
2019-08-30,1511.86
2019-09-02,1505.21
2019-09-03,1510.79
2019-09-04,1506.81
2019-09-05,1534.46
2019-09-06,1537.1
2019-09-09,1551.11
2019-09-10,1557.99
2019-09-11,1583.66
2019-09-12,1595.1
2019-09-13,1609.87
2019-09-17,1614.58
2019-09-18,1606.62
2019-09-19,1615.66
2019-09-20,1616.23
2019-09-24,1622.94
2019-09-25,1620.08
2019-09-26,1623.27
2019-09-27,1604.25
2019-09-30,1587.8
2019-10-01,1603.0
2019-10-02,1596.29
2019-10-03,1568.87
2019-10-04,1572.9
2019-10-07,1572.75
2019-10-08,1586.5
2019-10-09,1581.7
2019-10-10,1581.42
2019-10-11,1595.27
2019-10-15,1620.2
2019-10-16,1631.51
2019-10-17,1624.16
2019-10-18,1621.99
2019-10-21,1628.6
2019-10-23,1638.14
2019-10-24,1643.74
2019-10-25,1648.44
2019-10-28,1648.43
2019-10-29,1662.68
2019-10-30,1665.9
2019-10-31,1667.01
2019-11-01,1666.5
2019-11-05,1694.16
2019-11-06,1694.45
2019-11-07,1698.13
2019-11-08,1702.77
2019-11-11,1704.03
2019-11-12,1709.67
2019-11-13,1700.33
2019-11-14,1684.4
2019-11-15,1696.67
2019-11-18,1700.72
2019-11-19,1696.73
2019-11-20,1691.11
2019-11-21,1689.38
2019-11-22,1691.34
2019-11-25,1702.96
2019-11-26,1705.71
2019-11-27,1710.98
2019-11-28,1708.06
2019-11-29,1699.36
2019-12-02,1714.49
2019-12-03,1706.73
2019-12-04,1703.27
2019-12-05,1711.41
2019-12-06,1713.36
2019-12-09,1722.07
2019-12-10,1720.77
2019-12-11,1714.95
2019-12-12,1712.83
2019-12-13,1739.98
2019-12-16,1736.87
2019-12-17,1747.2
2019-12-18,1738.4
2019-12-19,1736.11
2019-12-20,1733.07
2019-12-23,1729.42
2019-12-24,1728.22
2019-12-25,1721.42
2019-12-26,1731.2
2019-12-27,1733.18
2019-12-30,1721.36
2020-01-06,1697.49
2020-01-07,1725.05
2020-01-08,1701.4
2020-01-09,1729.05
2020-01-10,1735.16
2020-01-14,1740.53
2020-01-15,1731.06
2020-01-16,1728.72
2020-01-17,1735.44
2020-01-20,1744.16
2020-01-21,1734.97
2020-01-22,1744.13
2020-01-23,1730.5
2020-01-24,1730.44
2020-01-27,1702.57
2020-01-28,1692.28
2020-01-29,1699.95
2020-01-30,1674.77
2020-01-31,1684.44
2020-02-03,1672.66
2020-02-04,1684.24
2020-02-05,1701.83
2020-02-06,1736.98
2020-02-07,1732.14
2020-02-10,1719.64
2020-02-12,1718.92
2020-02-13,1713.08
2020-02-14,1702.87
2020-02-17,1687.77
2020-02-18,1665.71
2020-02-19,1671.86
2020-02-20,1674.48
2020-02-21,1674.0
2020-02-25,1618.26
2020-02-26,1606.17
2020-02-27,1568.06
2020-02-28,1510.87
2020-03-02,1525.87
2020-03-03,1505.12
2020-03-04,1502.5
2020-03-05,1515.71
2020-03-06,1471.46
2020-03-09,1388.97
2020-03-10,1406.68
2020-03-11,1385.12
2020-03-12,1327.88
2020-03-13,1261.7
2020-03-16,1236.34
2020-03-17,1268.46
2020-03-18,1270.84
2020-03-19,1283.22
2020-03-23,1292.01
2020-03-24,1333.1
2020-03-25,1424.62
2020-03-26,1399.32
2020-03-27,1459.49
2020-03-30,1435.54
2020-03-31,1403.04
2020-04-01,1351.08
2020-04-02,1329.87
2020-04-03,1325.13
2020-04-06,1376.3
2020-04-07,1403.21
2020-04-08,1425.47
2020-04-09,1416.98
2020-04-10,1430.04
2020-04-13,1405.91
2020-04-14,1433.51
2020-04-15,1434.07
2020-04-16,1422.24
2020-04-17,1442.54
2020-04-20,1432.41
2020-04-21,1415.89
2020-04-22,1406.9
2020-04-23,1425.98
2020-04-24,1421.29
2020-04-27,1447.25
2020-04-28,1449.15
2020-04-30,1464.03
2020-05-01,1431.26
2020-05-07,1426.73
2020-05-08,1458.28
2020-05-11,1480.62
2020-05-12,1476.72
2020-05-13,1474.69
2020-05-14,1446.55
2020-05-15,1453.77
2020-05-18,1459.29
2020-05-19,1486.05
2020-05-20,1494.69
2020-05-21,1491.21
2020-05-22,1477.8
2020-05-25,1502.2
2020-05-26,1534.73
2020-05-27,1549.47
2020-05-28,1577.34
2020-05-29,1563.67
2020-06-01,1568.75
2020-06-02,1587.68
2020-06-03,1599.08
2020-06-04,1603.82
2020-06-05,1612.48
2020-06-08,1630.72
2020-06-09,1628.43
2020-06-10,1624.71
2020-06-11,1588.92
2020-06-12,1570.68
2020-06-15,1530.78
2020-06-16,1593.45
2020-06-17,1587.09
2020-06-18,1583.09
2020-06-19,1582.8
2020-06-22,1579.09
2020-06-23,1587.14
2020-06-24,1580.5
2020-06-25,1561.85
2020-06-26,1577.37
2020-06-29,1549.22
2020-06-30,1558.77
2020-07-01,1538.61
2020-07-02,1542.76
2020-07-03,1552.33
2020-07-06,1577.15
2020-07-07,1571.71
2020-07-08,1557.23
2020-07-09,1557.24
2020-07-10,1535.2
2020-07-13,1573.02
2020-07-14,1565.15
2020-07-15,1589.51
2020-07-16,1579.06
2020-07-17,1573.85
2020-07-20,1577.03
2020-07-21,1582.74
2020-07-22,1572.96
2020-07-27,1576.69
2020-07-28,1569.12
2020-07-29,1549.04
2020-07-30,1539.47
2020-07-31,1496.06
2020-08-03,1522.64
2020-08-04,1555.26
2020-08-05,1554.71
2020-08-06,1549.88
2020-08-07,1546.74
2020-08-11,1585.96
2020-08-12,1605.53
2020-08-13,1624.15
2020-08-14,1623.38
2020-08-17,1609.82
2020-08-18,1610.85
2020-08-19,1613.73
2020-08-20,1599.2
2020-08-21,1604.06
2020-08-24,1607.13
2020-08-25,1625.23
2020-08-26,1624.48
2020-08-27,1615.89
2020-08-28,1604.87
2020-08-31,1618.18
2020-09-01,1615.81
2020-09-02,1623.4
2020-09-03,1631.24
2020-09-04,1616.6
2020-09-07,1609.74
2020-09-08,1620.89
2020-09-09,1605.4
2020-09-10,1624.86
2020-09-11,1636.64
2020-09-14,1651.1
2020-09-15,1640.84
2020-09-16,1644.35
2020-09-17,1638.4
2020-09-18,1646.42
2020-09-23,1644.25
2020-09-24,1626.44
2020-09-25,1634.23
2020-09-28,1661.93
2020-09-29,1658.1
2020-09-30,1625.49
2020-10-01,1625.49
2020-10-02,1609.22
2020-10-05,1637.25
2020-10-06,1645.75
2020-10-07,1646.47
2020-10-08,1655.47
2020-10-09,1647.38
2020-10-12,1643.35
2020-10-13,1649.1
2020-10-14,1643.9
2020-10-15,1631.79
2020-10-16,1617.69
2020-10-19,1637.98
2020-10-20,1625.74
2020-10-21,1637.6
2020-10-22,1619.79
2020-10-23,1625.32
2020-10-26,1618.98
2020-10-27,1617.53
2020-10-28,1612.55
2020-10-29,1610.93
2020-10-30,1579.33
2020-11-02,1607.95
2020-11-04,1627.25
2020-11-05,1649.94
2020-11-06,1658.49
