Date,Close,target,code,NetSales,OperatingProfit,Profit,TotalAssets,Equity,NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock,ROE,SelfCapitalRatio
2024-01-26,467.9,0,4689,871799000000.0,116128000000.0,93736000000.0,8699376000000.0,3405029000000.0,7635230111.0,0.027528693588219074,0.3914107172744344
2024-01-29,471.2,0,4689,871799000000.0,116128000000.0,93736000000.0,8699376000000.0,3405029000000.0,7635230111.0,0.027528693588219074,0.3914107172744344
2024-01-30,464.4,0,4689,871799000000.0,116128000000.0,93736000000.0,8699376000000.0,3405029000000.0,7635230111.0,0.027528693588219074,0.3914107172744344
2024-01-31,462.0,0,4689,871799000000.0,116128000000.0,93736000000.0,8699376000000.0,3405029000000.0,7635230111.0,0.027528693588219074,0.3914107172744344
2024-02-01,460.6,0,4689,871799000000.0,116128000000.0,93736000000.0,8699376000000.0,3405029000000.0,7635230111.0,0.027528693588219074,0.3914107172744344
2024-02-02,463.0,0,4689,871799000000.0,116128000000.0,93736000000.0,8699376000000.0,3405029000000.0,7635230111.0,0.027528693588219074,0.3914107172744344
2024-02-05,465.1,0,4689,871799000000.0,116128000000.0,93736000000.0,8699376000000.0,3405029000000.0,7635230111.0,0.027528693588219074,0.3914107172744344
2024-02-06,467.0,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-02-07,433.3,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-02-08,438.2,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-02-09,438.1,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-02-13,443.7,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-02-14,434.3,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-02-15,417.6,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-02-16,423.7,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-02-19,423.2,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-02-20,422.7,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-02-21,423.2,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-02-22,419.8,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-02-26,420.8,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-02-27,414.9,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-02-28,414.8,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-02-29,412.9,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-01,402.0,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-04,391.7,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-05,390.3,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-06,388.5,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-07,386.1,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-08,386.7,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-11,377.6,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-12,388.4,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-13,393.0,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-14,396.3,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-15,399.2,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-18,394.0,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-19,395.6,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-21,398.5,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-22,398.1,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-25,391.3,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-26,391.0,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-27,392.0,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-28,382.5,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-03-29,387.6,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-01,389.3,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-02,379.0,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-03,379.0,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-04,375.7,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-05,373.1,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-08,375.4,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-09,373.2,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-10,367.7,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-11,362.6,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-12,363.0,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-15,357.6,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-16,358.8,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-17,339.7,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-18,349.0,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-19,347.5,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-22,355.2,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-23,356.8,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-24,376.3,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-25,374.0,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-26,378.8,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-04-30,383.1,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-05-01,380.3,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-05-02,373.9,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-05-07,377.0,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,7636212411.0,0.03571866128529773,0.3815930957746215
2024-05-08,367.6,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-05-09,362.6,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-05-10,375.0,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-05-13,373.0,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-05-14,386.0,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-05-15,385.0,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-05-16,390.6,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-05-17,393.1,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-05-20,390.4,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-05-21,387.6,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-05-22,383.2,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-05-23,383.0,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-05-24,381.0,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-05-27,371.1,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-05-28,373.5,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-05-29,358.8,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-05-30,355.1,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-05-31,372.9,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-03,375.0,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-04,378.2,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-05,380.6,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-06,375.9,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-07,377.7,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-10,377.8,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-11,376.5,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-12,368.7,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-13,366.5,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-14,364.7,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-17,364.6,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-18,392.9,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-19,391.0,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-20,396.8,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-21,395.2,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-24,392.2,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-25,391.3,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-26,390.1,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-27,390.0,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-06-28,388.9,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-01,377.8,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-02,382.6,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-03,388.0,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-04,387.5,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-05,399.5,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-08,400.0,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-09,401.4,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-10,404.5,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-11,404.0,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-12,410.9,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-16,403.5,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-17,404.6,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-18,397.3,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-19,393.6,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-22,390.5,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-23,390.0,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-24,380.0,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-25,368.1,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-26,363.8,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-29,369.7,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-30,366.6,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-07-31,373.0,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-08-01,367.1,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,7637068986.0,0.032840003655368384,0.3811363130501664
2024-08-02,350.6,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-05,338.8,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-06,371.8,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-07,375.0,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-08,381.3,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-09,378.4,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-13,381.2,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-14,385.3,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-15,376.2,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-16,382.7,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-19,375.8,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-20,380.5,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-21,378.7,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-22,388.0,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-23,381.8,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-26,405.0,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-27,406.8,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-28,403.2,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-29,400.7,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-08-30,399.7,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-02,405.7,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-03,412.8,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-04,399.1,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-05,399.1,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-06,395.3,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-09,397.1,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-10,398.3,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-11,398.7,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-12,416.2,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-13,412.1,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-17,406.0,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-18,401.8,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-19,402.9,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-20,409.4,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-24,405.3,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-25,408.9,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-26,420.8,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-27,423.5,0,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-09-30,419.3,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-10-01,420.4,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-10-02,419.6,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-10-03,425.1,0,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-10-04,433.8,0,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-10-07,430.9,0,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-10-08,423.5,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-10-09,424.8,0,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-10-10,424.8,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
2024-10-11,420.1,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,7637392111.0,0.01487523188871882,0.38625288495483645
