Date,target,MAdivergence60,code,ROE,SelfCapitalRatio
2025-01-27,1,0.05784941748987155,4689,0.026224405702562452,0.37448732066915963
2025-01-28,1,0.07017757667011296,4689,0.026224405702562452,0.37448732066915963
2025-01-29,1,0.0757516288562682,4689,0.026224405702562452,0.37448732066915963
2025-01-30,1,0.0764208653533402,4689,0.026224405702562452,0.37448732066915963
2025-01-31,1,0.06811618023433265,4689,0.026224405702562452,0.37448732066915963
2025-02-03,1,0.08459852902691567,4689,0.026224405702562452,0.37448732066915963
2025-02-04,1,0.09235964344482822,4689,0.026224405702562452,0.37448732066915963
2025-02-05,1,0.10668799103442624,4689,0.026224405702562452,0.37448732066915963
2025-02-06,1,0.10813885319159679,4689,0.03746752547414348,0.3605434108456596
2025-02-07,1,0.15372559642435613,4689,0.03746752547414348,0.3605434108456596
2025-02-10,1,0.1553098215215202,4689,0.03746752547414348,0.3605434108456596
2025-02-12,1,0.15102163161312884,4689,0.03746752547414348,0.3605434108456596
2025-02-13,1,0.1526309137633231,4689,0.03746752547414348,0.3605434108456596
2025-02-14,1,0.1312237930481404,4689,0.03746752547414348,0.3605434108456596
2025-02-17,1,0.11362390350877195,4689,0.03746752547414348,0.3605434108456596
2025-02-18,1,0.11488948263298529,4689,0.03746752547414348,0.3605434108456596
2025-02-19,1,0.11489477627187922,4689,0.03746752547414348,0.3605434108456596
2025-02-20,1,0.08542872887305329,4689,0.03746752547414348,0.3605434108456596
2025-02-21,1,0.11021612628821356,4689,0.03746752547414348,0.3605434108456596
2025-02-25,1,0.0789397597599852,4689,0.03746752547414348,0.3605434108456596
2025-02-26,1,0.0655356902003686,4689,0.03746752547414348,0.3605434108456596
2025-02-27,1,0.08686148569122643,4689,0.03746752547414348,0.3605434108456596
2025-02-28,1,0.1310385911350225,4689,0.03746752547414348,0.3605434108456596
2025-03-03,1,0.14175068438272018,4689,0.03746752547414348,0.3605434108456596
2025-03-04,1,0.13443934023940912,4689,0.03746752547414348,0.3605434108456596
2025-03-05,1,0.13921253811368556,4689,0.03746752547414348,0.3605434108456596
2025-03-06,1,0.146979181190422,4689,0.03746752547414348,0.3605434108456596
2025-03-07,0,0.13754891562740007,4689,0.03746752547414348,0.3605434108456596
2025-03-10,1,0.15458613301461901,4689,0.03746752547414348,0.3605434108456596
2025-03-11,1,0.12370325167814486,4689,0.03746752547414348,0.3605434108456596
2025-03-12,1,0.15558772961722916,4689,0.03746752547414348,0.3605434108456596
2025-03-13,1,0.151057859466634,4689,0.03746752547414348,0.3605434108456596
2025-03-14,1,0.1272923408845739,4689,0.03746752547414348,0.3605434108456596
2025-03-17,0,0.13385691293547497,4689,0.03746752547414348,0.3605434108456596
2025-03-18,0,0.12994754070241146,4689,0.03746752547414348,0.3605434108456596
2025-03-19,1,0.11168120403625793,4689,0.03746752547414348,0.3605434108456596
2025-03-21,1,0.11094134744187882,4689,0.03746752547414348,0.3605434108456596
2025-03-24,1,0.11184322394150668,4689,0.03746752547414348,0.3605434108456596
2025-03-25,1,0.13564735569711825,4689,0.03746752547414348,0.3605434108456596
2025-03-26,0,0.12669816893089203,4689,0.03746752547414348,0.3605434108456596
2025-03-27,0,0.12866627447684695,4689,0.03746752547414348,0.3605434108456596
2025-03-28,0,0.09520685612193616,4689,0.03746752547414348,0.3605434108456596
2025-03-31,1,0.0569827037296062,4689,0.03746752547414348,0.3605434108456596
2025-04-01,0,0.07522257405551266,4689,0.03746752547414348,0.3605434108456596
2025-04-02,1,0.07332150895644682,4689,0.03746752547414348,0.3605434108456596
2025-04-03,1,0.07477311723482112,4689,0.03746752547414348,0.3605434108456596
2025-04-04,1,0.07973969273858061,4689,0.03746752547414348,0.3605434108456596
2025-04-07,1,-0.026488023849501406,4689,0.03746752547414348,0.3605434108456596
2025-04-08,1,0.026796089958301995,4689,0.03746752547414348,0.3605434108456596
2025-04-09,1,0.00015004978924834672,4689,0.03746752547414348,0.3605434108456596
2025-04-10,1,0.04653653527725738,4689,0.03746752547414348,0.3605434108456596
2025-04-11,1,0.041219603974493126,4689,0.03746752547414348,0.3605434108456596
2025-04-14,1,0.04840154252244995,4689,0.03746752547414348,0.3605434108456596
2025-04-15,0,0.04162524809025281,4689,0.03746752547414348,0.3605434108456596
2025-04-16,0,0.06388337581478766,4689,0.03746752547414348,0.3605434108456596
2025-04-17,0,0.07995985279357641,4689,0.03746752547414348,0.3605434108456596
2025-04-18,0,0.1074130710723317,4689,0.03746752547414348,0.3605434108456596
2025-04-21,0,0.10701915037623917,4689,0.03746752547414348,0.3605434108456596
2025-04-22,0,0.09599635130579631,4689,0.03746752547414348,0.3605434108456596
2025-04-23,1,0.08671669954259104,4689,0.03746752547414348,0.3605434108456596
2025-04-24,1,0.043404579550978,4689,0.03746752547414348,0.3605434108456596
2025-04-25,1,0.024197459659977202,4689,0.03746752547414348,0.3605434108456596
2025-04-28,1,0.03631923261767213,4689,0.03746752547414348,0.3605434108456596
2025-04-30,0,0.05604663977749576,4689,0.03746752547414348,0.3605434108456596
2025-05-01,0,0.03414964171987471,4689,0.03746752547414348,0.3605434108456596
2025-05-02,0,0.039360573225464206,4689,0.03746752547414348,0.3605434108456596
2025-05-07,0,0.06039321296554051,4689,,
2025-05-08,0,0.02745701158635501,4689,,
2025-05-09,0,0.04239149010263309,4689,,
2025-05-12,0,0.05256380125751344,4689,,
2025-05-13,0,0.027705864381160683,4689,,
2025-05-14,0,0.018076431238232323,4689,,
2025-05-15,0,0.011339848716401021,4689,,
2025-05-16,0,0.002566241098351044,4689,,
2025-05-19,0,-0.00947387313471095,4689,,
2025-05-20,0,-0.0080151657310838,4689,,
2025-05-21,0,-0.01259139561301069,4689,,
2025-05-22,0,-0.005586306518209758,4689,,
2025-05-23,0,0.009002106876077248,4689,,
2025-05-26,0,0.016673677769704437,4689,,
2025-05-27,0,0.013681809650749764,4689,,
2025-05-28,0,0.009942505003017752,4689,,
2025-05-29,0,0.007126192327836605,4689,,
2025-05-30,0,-0.006108687028956835,4689,,
2025-06-02,0,-0.006436590542113817,4689,,
2025-06-03,0,9.831001905958545e-05,4689,,
2025-06-04,0,-0.007905928018951344,4689,,
2025-06-05,0,-0.017170185909918326,4689,,
2025-06-06,0,0.008457725642416208,4689,,
2025-06-09,0,-0.0034113678443707498,4689,,
2025-06-10,0,0.013870175160497667,4689,,
2025-06-11,0,0.022435511376243254,4689,,
2025-06-12,0,0.02885925175024541,4689,,
2025-06-13,0,-0.025053482291418978,4689,,
