Scenario,AP_Baseline,AP_Proposed,AP_Proposed_b,MDD_BuyHold,MDD_Proposed,MDD_Proposed_b,Return_BuyHold,Return_Proposed,Return_Proposed_b,Weighted_AP_Baseline,Weighted_AP_Proposed,Weighted_AP_Proposed_b
2025 Tariff,0.2655886112400926,0.5253040401113422,0.6425199830487243,-0.19949970432207798,-0.05960403094222553,-0.05960403094222553,0.07861302603188913,0.31137177338445476,0.31137177338445476,0.8349164519098604,0.9322005604439161,0.9697711494411618
